Mon,FarASName,FarASN,FarIP,NearIP,far_p,near_p,far_diff,near_diff,code,far_cong_loss_rate,far_uncong_loss_rate,near_cong_loss_rate,near_uncong_loss_rate,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
san4-us,CW Cable and Wireless Worldwide plc,1273,66.109.7.26,66.109.1.59,0,0.162,-0.194,-0.049,failure-FarCongLower-Significant,0.027,0.221,0.076,0.227,10_01_2017_10_31_2017,13194,10,307770320,700186,3,11301,532403,240626691
san4-us,GLOBEINTERNET TATA Communications,6453,66.110.59.81,107.14.17.250,1,0.578,0.095,0.222,failure-NearCongLower-NotSignificant,0.222,0.127,0,0.262,10_01_2017_10_31_2017,602,0,1907292802,5010596,4,1797,1557916,1225447375
san4-us,GLOBEINTERNET TATA Communications,6453,64.86.79.97,107.14.17.192,0,0,0.308,0.359,success-Significant,0.361,0.053,0.002,0.027,05_01_2017_05_31_2017,55812,1,557804583,151605,149,41144,128525,240731479
san4-us,GLOBEINTERNET TATA Communications,6453,66.110.96.13,66.109.6.163,0,0.05,-0.18,-0.084,failure-FarCongLower-Significant,0.048,0.228,0.132,0.218,10_01_2017_10_31_2017,21203,28,294354929,643736,4,8298,552416,242248662
san4-us,INS-AS - AT&T Data Communications Services,2386,66.109.1.138,66.109.6.189,1,0.001,-0.008,0.012,failure-FarCongLower-NotSignificant,0.019,0.027,0.007,0.01,05_01_2017_05_31_2017,178010,12,377002554,37836,34,177981,100134,369752475
san4-us,AKAMAI-ASN1 Akamai International B.V.,20940,66.109.7.18,66.109.1.57,0.413,0.13,-0.008,-0.015,failure-FarCongLower-NotSignificant,0,0.008,0.015,0.024,05_01_2017_05_31_2017,60316,9,43479293,10391,0,18056,1350,16750744
san4-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,69.28.144.149,66.109.6.131,0.078,1,0.153,-0.007,success-NoPower,0.3,0.147,0.307,0.165,10_01_2017_10_31_2017,1300,4,223367624,368076,6,1994,286647,194886094
san4-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,69.28.144.245,66.109.6.131,0.02,0.481,0.28,0.229,success-LocalizationNotSignificant,0.429,0.149,0.2,0.165,10_01_2017_10_31_2017,999,2,37575083,61918,6,1392,49098,32964294
san4-us,INS-AS - AT&T Data Communications Services,2386,107.14.19.126,66.109.6.157,0.897,0,-0.036,81.547,failure-FarCongLower-NotSignificant,81.555,81.591,0.008,0.007,11_01_2017_11_30_2017,74000,6,380588662,25338,15931,3603,33122669,7473141
san4-us,STARHUBINTERNET-AS StarHub Internet Exchange,4657,198.32.176.25,66.109.6.143,1,1,-0.065,1.01,failure-FarCongLower-NotSignificant,0.01,0.075,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,7,70170,753053,997332390
san4-us,Telemar Norte Leste S.A.,7738,200.223.50.86,107.14.17.218,0.101,1,-0.005,0.001,failure-FarCongLower-NotSignificant,0.001,0.006,0,0.015,11_01_2017_11_30_2017,72196,0,69217754,10050,1,72195,4049,62863905
san4-us,AKAMAI-ASN1 Akamai International B.V.,20940,209.18.36.43,66.109.6.33,1,0,0.743,1.108,success-CorrelationNotSignificant,1.12,0.377,0.012,0.011,11_01_2017_11_30_2017,193734,23,1686825409,180857,1536,135638,4924784,1301990602
san4-us,AMAZON-02 - Amazon.com Inc.,16509,24.27.236.255,66.109.6.171,0.561,1,0.001,-0.008,success-NoPower,0.008,0.007,0.016,0.006,11_01_2017_11_30_2017,12301,2,113081292,6407,1,12297,7539,112666217
san4-us,LEVEL3 Level 3 Communications,3356,4.59.126.33,107.14.19.48,0.023,0,8.502,67.222,success-Significant,67.222,58.72,0,0.01,11_01_2017_11_30_2017,1400,0,1935396634,195966,121,59,300214634,211046728
san4-us,LEVEL3 Level 3 Communications,3356,4.68.72.197,66.109.6.226,0,0,-3.298,72.751,failure-FarCongLower-Significant,72.769,76.067,0.018,0.009,11_01_2017_11_30_2017,16311,3,976393292,84262,7354,2752,608963383,191598118
san4-us,GLOBEINTERNET TATA Communications,6453,63.243.152.105,66.109.1.89,1,0,0.063,-0.251,failure-NearCongLower-Significant,0.079,0.016,0.33,0.484,11_01_2017_11_30_2017,80582,267,881854265,4285153,7,8799,43697,266361011
san4-us,GLOBEINTERNET TATA Communications,6453,64.86.79.97,107.14.17.192,1,1,-0.009,0,failure-FarCongLower-NotSignificant,0,0.009,0,0.027,11_01_2017_11_30_2017,8600,0,1181939167,324233,0,8602,63063,678203387
san4-us,GLOBEINTERNET TATA Communications,6453,66.110.96.13,66.109.6.163,0,0,1.729,1.716,success-Significant,1.754,0.025,0.038,0.015,11_01_2017_11_30_2017,2602,1,175531527,25871,7,392,29957,118651372
san4-us,GLOBEINTERNET TATA Communications,6453,66.110.96.53,66.109.6.157,0,0,1.86,1.88,success-Significant,1.88,0.02,0,0.007,11_01_2017_11_30_2017,2990,0,54789362,3648,15,783,7053,34529323
san4-us,UUNET - MCI Communications Services Inc. d/b/a Verizon Business,701,72.43.178.162,69.193.245.122,0,0,-3.76,55.429,failure-FarCongLower-Significant,55.484,59.244,0.055,0.014,11_01_2017_11_30_2017,12774,7,81031877,11349,4467,3584,15464173,10638280
san4-us,STARHUBINTERNET-AS StarHub Internet Exchange,4657,198.32.176.25,66.109.6.143,1,0.008,0.046,0.051,success-CorrelationNotSignificant,0.059,0.013,0.008,0.011,12_01_2017_12_31_2017,23782,2,801915820,90088,7,11889,51968,408111981
san4-us,FACEBOOK - Facebook Inc.,32934,209.18.36.23,66.109.6.33,0.264,0,0.047,0.2,success-CorrelationNotSignificant,0.219,0.172,0.019,0.052,12_01_2017_12_31_2017,16194,3,217166889,112797,21,9572,45399,26408428
san4-us,FACEBOOK - Facebook Inc.,32934,209.18.36.41,66.109.5.225,1,0,-0.006,0.058,failure-FarCongLower-NotSignificant,0.06,0.066,0.002,0.03,12_01_2017_12_31_2017,56817,1,800391907,236519,8,13326,269362,407319447
san4-us,AKAMAI-ASN1 Akamai International B.V.,20940,209.18.36.43,66.109.6.33,0,0,0.856,1.165,success-Significant,1.183,0.327,0.018,0.052,12_01_2017_12_31_2017,145750,26,2750839956,1428774,1723,143937,5685357,1735173943
san4-us,LEVEL3 Level 3 Communications,3356,4.68.72.197,66.109.6.226,1,0,-3.011,72.49,failure-FarCongLower-NotSignificant,72.498,75.509,0.008,0.021,12_01_2017_12_31_2017,25010,2,1468806190,304239,12445,4721,1060438631,343953478
san4-us,GLOBEINTERNET TATA Communications,6453,64.86.79.97,107.14.17.192,1,1,-0.031,-0.003,failure-FarCongLower-NotSignificant,0.011,0.042,0.014,0.067,12_01_2017_12_31_2017,14400,2,350738823,233777,3,27395,235050,552907078
san4-us,FACEBOOK - Facebook Inc.,32934,66.109.5.119,66.109.6.24,1,1,-0.014,0,failure-FarCongLower-NotSignificant,0,0.014,0,0.128,12_01_2017_12_31_2017,4406,0,2277533419,2924860,0,2203,67125,484045122
san4-us,CW Cable and Wireless Worldwide plc,1273,66.109.7.26,66.109.1.59,0.021,0.035,0.024,0.032,success-Significant,0.044,0.02,0.012,0.014,12_01_2017_12_31_2017,24796,3,83025307,11897,11,24785,16173,79802795
san7-us,AKAMAI-ASN1 Akamai International B.V.,20940,12.120.108.64,12.120.25.226,0,0,0.383,0.169,success-Significant,0.522,0.139,0.353,0.105,04_01_2017_04_30_2017,266165,944,295563899,309400,200,38081,70552,50664839
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.100.61,12.83.70.177,1,1,-0.003,0,failure-FarCongLower-NotSignificant,0,0.003,0,0.003,04_01_2017_04_30_2017,4000,0,7170790,210,0,4000,238,7320590
san7-us,FACEBOOK - Facebook Inc.,32934,12.122.111.17,12.83.70.177,1,1,-0.007,0,failure-FarCongLower-NotSignificant,0,0.007,0,0.003,04_01_2017_04_30_2017,31208,0,1036833046,30390,0,4970,11143,170529528
san7-us,FACEBOOK - Facebook Inc.,32934,12.122.111.69,12.83.70.181,0.274,1,-0.007,0,failure-FarCongLower-NotSignificant,0,0.007,0,0.01,04_01_2017_04_30_2017,28959,0,388418793,39964,0,25362,16296,226455282
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.141.153,12.83.70.181,1,1,-0.001,0,failure-FarCongLower-NotSignificant,0,0.001,0,0.01,04_01_2017_04_30_2017,4832,0,635110374,65302,0,214,634,62218010
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.161.181,12.83.70.181,0.643,1,-0.02,-0.004,failure-FarCongLower-NotSignificant,0,0.02,0.004,0.01,04_01_2017_04_30_2017,54785,2,1437096618,147597,0,6441,34392,175417120
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.84.113,12.83.70.181,1,1,-0.001,0,failure-FarCongLower-NotSignificant,0,0.001,0,0.01,04_01_2017_04_30_2017,9900,0,1306283836,134312,0,212,1304,114721796
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.123.18.125,12.83.70.181,0.413,1,-0.148,0,failure-FarCongLower-NotSignificant,0,0.148,0,0.01,04_01_2017_04_30_2017,4000,0,99282803,10197,0,1000,48312,32570198
san7-us,APPLE Apple Inc,714,12.245.168.6,12.122.85.157,1,1,-0.001,0,failure-FarCongLower-NotSignificant,0,0.001,0,0.006,04_01_2017_04_30_2017,6000,0,93900496,5504,0,420,86,6467038
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.247.147.18,12.122.141.161,1,1,-0.108,-0.02,failure-FarCongLower-NotSignificant,0,0.108,0.02,0.023,04_01_2017_04_30_2017,10000,2,38128270,8730,0,242,3737,3442719
san7-us,Qwest Communications Company LLC,209,12.250.166.14,12.122.101.89,1,0.008,0.118,0.108,success-CorrelationNotSignificant,0.128,0.01,0.02,0.004,04_01_2017_04_30_2017,9806,2,1236656220,50092,10,7801,77408,800805509
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.250.98.18,12.122.113.105,0.278,0,0.011,0.043,success-CorrelationNotSignificant,0.045,0.034,0.002,0.011,04_01_2017_04_30_2017,52792,1,38690559,4199,14,31035,7586,22289315
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.251.177.18,12.122.111.17,1,0.671,0,-0.006,failure-FarCongLower-NotSignificant,0.005,0.005,0.011,0.008,04_01_2017_04_30_2017,44033,5,91109006,6961,1,21676,1891,39009940
san7-us,GOOGLE - Google Inc.,15169,12.252.12.22,12.123.132.229,0,0,1.007,1.02,success-Significant,1.02,0.013,0,0.004,04_01_2017_04_30_2017,9017,0,163475083,6100,2,194,898,7078206
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.0,12.122.82.21,1,1,-0.032,-0.005,failure-FarCongLower-NotSignificant,0,0.032,0.005,0.009,04_01_2017_04_30_2017,21184,1,239090466,22350,0,630,2604,8114736
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.16,12.122.84.113,1,1,-0.002,-0.05,failure-FarCongLower-NotSignificant,0,0.002,0.05,0.143,04_01_2017_04_30_2017,2000,1,13035369,18631,0,596,34,2012816
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.2,12.122.82.21,1,0.644,-0.005,-0.038,failure-FarCongLower-NotSignificant,0,0.005,0.038,0.009,04_01_2017_04_30_2017,96885,37,229097728,21387,0,3607,416,7863993
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.40,12.122.81.245,0.632,1,-0.06,0,failure-FarCongLower-NotSignificant,0,0.06,0,0.003,04_01_2017_04_30_2017,10208,0,235383800,5992,0,1666,25466,42379536
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.42,12.122.81.245,0.128,1,-0.102,0,failure-FarCongLower-NotSignificant,0,0.102,0,0.003,04_01_2017_04_30_2017,2806,0,156193218,3976,0,2806,159750,155820894
san7-us,COGENT Cogent/PSI,174,154.54.13.149,12.122.114.53,1,1,-0.018,0,failure-FarCongLower-NotSignificant,0,0.018,0,0.005,04_01_2017_04_30_2017,1142,0,7320459,399,0,572,308,1751304
san7-us,LEVEL3 Level 3 Communications,3356,192.205.32.210,12.122.114.5,0,0,-1.657,62.865,failure-FarCongLower-Significant,62.865,64.522,0,0.003,04_01_2017_04_30_2017,16854,0,143649966,4356,18388,10862,135263528,74375362
san7-us,NTT-COMMUNICATIONS-2914 - NTT America Inc.,2914,192.205.32.226,12.122.131.101,0,0,0.156,0.164,success-Significant,0.174,0.018,0.01,0.009,04_01_2017_04_30_2017,62494,6,195471872,17634,7,4005,1505,8530731
san7-us,GLOBEINTERNET TATA Communications,6453,192.205.36.206,12.123.18.73,0,0,2.735,4.284,success-Significant,4.301,1.566,0.017,0.009,04_01_2017_04_30_2017,224554,38,461385874,41572,8722,194059,5884130,369870827
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.40,12.122.81.245,0.006,0.826,0.054,-0.008,success-LocalizationNotSignificant,0.116,0.062,0.124,0.049,09_01_2017_09_30_2017,109987,137,450051990,218785,23,19831,30793,49513893
san7-us,LEVEL3 Level 3 Communications,3356,192.205.37.146,12.123.16.85,0,0,9.094,51.69,success-Significant,51.69,42.596,0,0.004,04_01_2017_04_30_2017,13372,0,144575699,5478,3792,3544,53354418,71901680
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.42,12.122.81.245,0.112,0.436,0.017,0.012,success-NoPower,0.115,0.098,0.103,0.049,09_01_2017_09_30_2017,91570,94,298614044,145172,105,91465,164473,167823819
san7-us,NTT-COMMUNICATIONS-2914 - NTT America Inc.,2914,129.250.9.61,12.122.129.105,1,1,-0.045,0,failure-FarCongLower-NotSignificant,0,0.045,0,0.01,09_01_2017_09_30_2017,24390,0,1196944486,119426,0,300,22074,48651362
san7-us,LEVEL3 Level 3 Communications,3356,192.205.37.146,12.123.16.85,0,0,9.487,59.738,success-Significant,59.738,50.251,0,0.01,09_01_2017_09_30_2017,3809,0,95602978,9213,1868,1259,33472198,33138151
san7-us,TINET-BACKBONE Tinet SpA,3257,192.205.37.194,12.122.113.37,0.141,0.631,-0.014,0.003,failure-FarCongLower-NotSignificant,0.008,0.022,0.005,0.016,09_01_2017_09_30_2017,84000,4,274219264,43736,2,25925,17737,80904982
san7-us,TINET-BACKBONE Tinet SpA,3257,199.229.231.29,12.122.129.97,0,0,3.136,3.423,success-Significant,3.428,0.292,0.005,0.018,09_01_2017_09_30_2017,55585,3,131163128,23559,1302,36683,167622,57179035
san7-us,TINET-BACKBONE Tinet SpA,3257,192.205.37.194,12.122.113.37,0,0,0.455,0.61,success-Significant,0.611,0.156,0.001,0.005,04_01_2017_04_30_2017,68121,1,200153431,10448,410,66737,328612,210055120
san7-us,GLOBEINTERNET TATA Communications,6453,192.205.37.70,12.122.129.97,0,1,4.014,7.544,success-LocalizationNotSignificant,6.544,2.53,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,8482,121138,4853518,186986822
san7-us,XO-AS15 - XO Communications,2828,205.158.79.241,12.122.129.105,0,0,3.756,3.796,success-Significant,3.856,0.1,0.06,0.007,04_01_2017_04_30_2017,41835,25,451038811,32354,403,10048,70160,70427177
san7-us,XO-AS15 - XO Communications,2828,206.111.2.89,12.122.133.33,0,0,3.362,3.876,success-Significant,3.883,0.521,0.007,0.007,04_01_2017_04_30_2017,56817,4,204816622,14846,2125,52599,371015,70833336
san7-us,VERSATEL Versatel Deutschland GmbH,8881,32.112.177.54,32.119.114.138,1,0.5,-0.002,-0.01,failure-FarCongLower-NotSignificant,0,0.002,0.01,0.003,04_01_2017_04_30_2017,9820,1,234282513,7667,0,9822,4686,234158970
san7-us,VERSATEL Versatel Deutschland GmbH,8881,32.112.177.54,32.119.114.138,1,1,-0.029,0,failure-FarCongLower-NotSignificant,0,0.029,0,0.011,09_01_2017_09_30_2017,16597,0,258538139,27264,0,16595,75402,258381373
san7-us,Qwest Communications Company LLC,209,63.146.27.101,12.122.129.97,1,1,-0.003,-0.011,failure-FarCongLower-NotSignificant,0,0.003,0.011,0.018,09_01_2017_09_30_2017,17392,2,181189400,32536,0,109,116,3429373
san7-us,AKAMAI-ASN1 Akamai International B.V.,20940,12.120.108.64,12.120.25.226,0,0,0.122,-0.25,success-Significant,0.177,0.055,0.427,0.115,05_01_2017_05_31_2017,389413,1669,463788524,534063,121,68253,47047,85310383
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.100.61,12.83.70.177,0.001,0.625,0.074,0.053,success-LocalizationNotSignificant,0.079,0.005,0.026,0.005,05_01_2017_05_31_2017,3784,1,11216706,510,3,3784,592,11131305
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.133.253,12.83.70.189,1,1,-0.021,-0.023,failure-FarCongLower-NotSignificant,0,0.021,0.023,0.013,05_01_2017_05_31_2017,62036,14,233175654,29974,0,4234,4452,21554282
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.141.153,12.83.70.181,1,1,-0.02,-0.004,failure-FarCongLower-NotSignificant,0,0.02,0.004,0.007,05_01_2017_05_31_2017,55688,2,1054841698,78614,0,3887,14582,74723791
san7-us,LEVEL3 Level 3 Communications,3356,12.122.141.233,12.83.70.181,1,1,-0.012,-0.041,failure-FarCongLower-NotSignificant,0,0.012,0.041,0.007,05_01_2017_05_31_2017,2416,1,64888749,4835,0,2414,7176,58657720
san7-us,FACEBOOK - Facebook Inc.,32934,12.122.111.17,12.83.70.177,0.752,0,0.003,-0.234,failure-NearCongLower-Significant,0.022,0.019,0.256,0.141,10_01_2017_10_31_2017,109123,280,1348240755,1899095,3,13835,28361,147839593
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.161.181,12.83.70.181,0.632,1,-0.019,1,failure-FarCongLower-NotSignificant,0,0.019,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,0,5214,32959,171686815
san7-us,FACEBOOK - Facebook Inc.,32934,12.122.111.69,12.83.70.181,1,0.164,-0.009,-0.016,failure-FarCongLower-NotSignificant,0,0.009,0.016,0.138,10_01_2017_10_31_2017,31218,5,509064751,704991,0,19416,24056,280401376
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.141.153,12.83.70.181,0.636,1,-0.028,0,failure-FarCongLower-NotSignificant,0,0.028,0,0.138,10_01_2017_10_31_2017,44996,0,831447906,1151978,0,4066,19654,69269310
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.81.93,12.83.70.185,0.19,1,-0.01,-0.004,failure-FarCongLower-NotSignificant,0,0.01,0.004,0.008,05_01_2017_05_31_2017,50018,2,299212728,24550,0,24863,12848,128090289
san7-us,LEVEL3 Level 3 Communications,3356,12.123.16.85,12.83.70.185,1,1,-0.008,0,failure-FarCongLower-NotSignificant,0,0.008,0,0.008,05_01_2017_05_31_2017,399,0,3400314,279,0,297,51,642966
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.123.18.125,12.83.70.181,1,1,-0.009,0,failure-FarCongLower-NotSignificant,0,0.009,0,0.007,05_01_2017_05_31_2017,23851,0,164699873,12276,0,5276,5643,60199594
san7-us,APPLE Apple Inc,714,12.245.168.10,12.122.85.157,1,1,-0.007,0,failure-FarCongLower-NotSignificant,0,0.007,0,0.006,05_01_2017_05_31_2017,19596,0,122447452,7952,0,11600,4970,69274673
san7-us,FACEBOOK - Facebook Inc.,32934,12.245.168.18,12.123.14.53,1,1,-0.006,0,failure-FarCongLower-NotSignificant,0,0.006,0,0,05_01_2017_05_31_2017,5186,0,5466814,0,0,4594,342,5264600
san7-us,APPLE Apple Inc,714,12.245.171.6,12.123.18.173,1,1,-0.018,-0.014,failure-FarCongLower-NotSignificant,0,0.018,0.014,0.006,05_01_2017_05_31_2017,7190,1,68948971,3839,0,570,2280,12663710
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.247.0.26,12.123.6.17,1,1,-0.001,-0.016,failure-FarCongLower-NotSignificant,0,0.001,0.016,0.042,05_01_2017_05_31_2017,12527,2,50439163,21430,0,1094,38,2927300
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.247.147.18,12.122.141.161,1,1,-0.027,-0.062,failure-FarCongLower-NotSignificant,0,0.027,0.062,0.025,05_01_2017_05_31_2017,8096,5,57808553,14351,0,478,1036,3775335
san7-us,APPLE Apple Inc,714,12.247.240.14,12.122.85.213,1,0,-0.007,-0.84,failure-FarCongLower-NotSignificant,0,0.007,0.84,0.01,05_01_2017_05_31_2017,5785,49,41562179,4036,0,2000,570,8433430
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.247.240.6,12.122.85.209,0.443,1,0.035,0,success-NoPower,0.084,0.049,0.084,0.007,05_01_2017_05_31_2017,1188,1,43335833,2979,1,1187,9019,18332253
san7-us,STATE-OF-FLA - Florida Department of Management Services - Technology Program,8103,12.248.200.22,12.122.141.209,1,1,-0.019,-0.028,failure-FarCongLower-NotSignificant,0,0.019,0.028,0.027,05_01_2017_05_31_2017,21184,6,253656984,68832,0,1682,3278,17005774
san7-us,Qwest Communications Company LLC,209,12.250.166.14,12.122.101.89,1,0,0.252,0.264,success-CorrelationNotSignificant,0.291,0.039,0.027,0.006,05_01_2017_05_31_2017,14770,4,1311457539,79691,43,14724,503933,1307771118
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.250.26.22,12.122.135.49,0.465,0.2,0.004,0.011,success-NoPower,0.012,0.008,0.001,0.009,05_01_2017_05_31_2017,68917,1,46286115,3941,1,8129,566,7359064
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.251.177.18,12.122.111.17,0.619,0.555,0,0.004,failure-FarCongLower-NotSignificant,0.009,0.009,0.005,0.02,05_01_2017_05_31_2017,21964,1,109863419,22445,1,10979,3869,44073481
san7-us,AMAZON-02 - Amazon.com Inc.,16509,12.251.255.18,12.122.116.17,0,0,3.323,3.577,success-Significant,3.584,0.261,0.007,0.013,05_01_2017_05_31_2017,67414,5,86258090,11496,277,7451,29509,11276461
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.122.161.181,12.83.70.181,0.009,1,0.115,1.171,success-LocalizationNotSignificant,0.171,0.056,-1,-1,10_01_2017_10_31_2017,-1,-1,-1,-1,7,4096,91705,163633040
san7-us,FACEBOOK - Facebook Inc.,32934,12.245.168.18,12.123.14.53,1,1,-0.017,0,failure-FarCongLower-NotSignificant,0,0.017,0,0.06,10_01_2017_10_31_2017,2398,0,18796316,11286,0,2398,2736,15829466
san7-us,GOOGLE - Google Inc.,15169,12.252.12.22,12.123.132.229,0,0,0.599,0.624,success-Significant,0.627,0.028,0.003,0.005,05_01_2017_05_31_2017,39567,1,172751534,8899,29,4594,4271,15454106
san7-us,APPLE Apple Inc,714,12.245.171.6,12.123.18.173,1,1,-0.011,0,failure-FarCongLower-NotSignificant,0,0.011,0,0.013,10_01_2017_10_31_2017,4000,0,43458640,5480,0,1204,800,7156956
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.0,12.122.82.21,0.125,0.186,0.16,0.154,success-NoPower,0.185,0.025,0.031,0.02,05_01_2017_05_31_2017,12857,4,376188763,76380,1,540,3254,13191107
san7-us,APPLE Apple Inc,714,12.247.95.50,12.122.135.225,0.5,0.007,0.004,-0.093,failure-NearCongLower-Significant,0.012,0.008,0.105,0.056,10_01_2017_10_31_2017,24812,26,18906513,10675,1,8422,614,7464812
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.2,12.122.82.21,0.289,0.087,0.066,0.095,success-NoPower,0.101,0.035,0.006,0.02,05_01_2017_05_31_2017,31865,2,360566921,73214,1,986,4367,12640838
san7-us,Qwest Communications Company LLC,209,12.250.166.14,12.122.101.89,1,0,0.143,-0.062,failure-NearCongLower-Significant,0.252,0.109,0.314,2.482,10_01_2017_10_31_2017,221266,697,1287810780,32779754,517,204685,1040072,955175180
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.0,12.122.82.21,0.062,0.001,0.178,0.246,success-CorrelationNotSignificant,0.254,0.076,0.008,0.008,10_01_2017_10_31_2017,38228,3,271625377,20395,3,1177,7158,9434634
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.40,12.122.81.245,0.466,0.001,-0.018,0.052,failure-FarCongLower-NotSignificant,0.08,0.098,0.028,0.006,05_01_2017_05_31_2017,123846,35,373497719,22435,19,23715,67605,68878721
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.40,12.122.81.245,0,0.3,0.118,0.03,success-LocalizationNotSignificant,0.14,0.022,0.11,0.033,10_01_2017_10_31_2017,94385,104,181270933,60458,21,15023,7897,35640159
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.42,12.122.81.245,0,0.78,0.068,-0.013,success-LocalizationNotSignificant,0.098,0.03,0.111,0.033,10_01_2017_10_31_2017,24376,27,120320793,40159,24,24356,35618,120026846
san7-us,NETFLIX Netflix Streaming Inc.,2906,12.255.8.42,12.122.81.245,0,0.794,0.041,0.003,success-LocalizationNotSignificant,0.047,0.006,0.044,0.006,05_01_2017_05_31_2017,63996,28,247853122,14882,30,63379,15022,244592113
san7-us,LEVEL3 Level 3 Communications,3356,192.205.37.146,12.123.16.85,0.06,0,2.354,48.814,success-CorrelationNotSignificant,48.814,46.46,0,0.033,10_01_2017_10_31_2017,3379,0,87864239,29382,782,820,41091688,47353502
san7-us,LEVEL3 Level 3 Communications,3356,192.205.32.210,12.122.114.5,0.433,0,0.087,59.062,success-CorrelationNotSignificant,59.063,58.976,0.001,0.005,05_01_2017_05_31_2017,149759,1,349577642,15839,117099,81162,238539429,165927582
san7-us,NTT-COMMUNICATIONS-2914 - NTT America Inc.,2914,192.205.32.226,12.122.131.101,0,0,0.175,0.206,success-Significant,0.208,0.033,0.002,0.037,05_01_2017_05_31_2017,104951,2,287759019,106846,15,7183,5025,15394721
san7-us,TINET-BACKBONE Tinet SpA,3257,192.205.37.194,12.122.113.37,0,0.91,0.042,0.002,success-LocalizationNotSignificant,0.058,0.016,0.056,0.009,10_01_2017_10_31_2017,80913,45,195029907,18180,35,60197,20377,125048353
san7-us,GLOBEINTERNET TATA Communications,6453,192.205.36.206,12.123.18.73,0,0,2.702,3.358,success-Significant,3.358,0.656,0,0.007,05_01_2017_05_31_2017,52331,0,750624043,55626,1186,34137,831452,125911449
san7-us,TINET-BACKBONE Tinet SpA,3257,199.229.231.29,12.122.129.97,0,0,4.037,3.566,success-Significant,4.261,0.224,0.695,2.469,10_01_2017_10_31_2017,18729,131,196731788,4980355,405,9100,126855,56395766
san7-us,RIOT-NA1 - Riot Games Inc,6507,206.121.120.30,12.122.85.193,1,1,-0.017,0,failure-FarCongLower-NotSignificant,0,0.017,0,0.02,10_01_2017_10_31_2017,4000,0,17408598,3402,0,2602,1778,10378468
san7-us,AMAZON-02 - Amazon.com Inc.,16509,206.121.72.34,12.123.18.117,0.128,1,-0.072,0,failure-FarCongLower-NotSignificant,0,0.072,0,0.013,10_01_2017_10_31_2017,4000,0,46217916,6084,0,4000,23218,32335060
san7-us,AKAMAI-ASN1 Akamai International B.V.,20940,12.120.146.74,12.120.22.170,0.027,0.352,0.602,0.358,success-LocalizationNotSignificant,8.476,7.874,8.118,7.484,11_01_2017_11_30_2017,10130,895,78144797,6321905,834,9005,6643518,77733715
san7-us,FACEBOOK - Facebook Inc.,32934,12.122.111.69,12.83.70.181,0,1,10.959,19.321,success-LocalizationNotSignificant,18.321,7.362,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,15725,70105,25014155,314759303
san7-us,LEVEL3 Level 3 Communications,3356,192.205.37.146,12.123.16.85,0.578,0,0.434,31.811,success-CorrelationNotSignificant,31.811,31.377,0,0.006,05_01_2017_05_31_2017,10002,0,262171311,15687,1149,2463,31095465,68006658
