Mon,FarASName,FarASN,FarIP,NearIP,far_p,near_p,far_diff,near_diff,code,far_cong_loss_rate,far_uncong_loss_rate,near_cong_loss_rate,near_uncong_loss_rate,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,1,0.629,-0.294,-0.03,failure-FarCongLower-NotSignificant,0.07,0.364,0.1,0.448,07_01_2017_07_31_2017,9960,10,671272738,3021302,7,9955,2452217,670921245
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,07_01_2017_07_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,1,0.344,-0.355,-0.014,failure-FarCongLower-NotSignificant,0.015,0.37,0.029,0.401,07_01_2017_07_31_2017,20578,6,499000178,2009244,3,20583,1853067,498549867
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,1,0,0.89,0.739,success-CorrelationNotSignificant,1.367,0.477,0.628,0.377,07_01_2017_07_31_2017,91553,579,5830800819,22071628,1119,80755,23677784,4938454728
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,07_01_2017_07_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,APPLE Apple Inc,714,96.87.8.50,68.86.89.206,1,1,-0.254,1.017,failure-FarCongLower-NotSignificant,0.017,0.271,-1,-1,07_01_2017_07_31_2017,-1,-1,-1,-1,1,5795,979714,360775675
atl2-us,APPLE Apple Inc,714,96.87.8.54,68.86.89.206,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,07_01_2017_07_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0.398,0,-0.003,-0.02,failure-FarCongLower-NotSignificant,0.02,0.023,0.04,0.051,10_01_2017_10_31_2017,217206,86,180374900,91894,44,217162,42040,180844250
atl2-us,ATT-INTERNET4 - AT&T Services Inc.,7018,12.90.35.25,68.86.84.98,0.01,0.588,-0.046,-0.012,failure-FarCongLower-Significant,0.017,0.063,0.029,0.052,04_01_2017_04_30_2017,52512,15,739793295,386193,3,17499,155553,246570945
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.001,0.034,0.014,success-CorrelationNotSignificant,0.084,0.05,0.07,0.046,10_01_2017_10_31_2017,1194023,834,13814943761,6412216,492,586031,3412988,6807630489
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0,0.549,-0.346,-0.014,failure-FarCongLower-Significant,0.018,0.364,0.032,0.436,07_01_2017_07_31_2017,21765,7,186983746,818489,4,21760,807740,221376284
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.004,0.023,0.035,success-CorrelationNotSignificant,0.426,0.403,0.391,0.355,07_01_2017_07_31_2017,812505,3187,13268532082,47315413,1751,409445,27260099,6737467925
atl2-us,GLOBEINTERNET TATA Communications,6453,206.82.142.17,68.86.85.194,1,1,-0.018,0,failure-FarCongLower-NotSignificant,0,0.018,0,0.056,04_01_2017_04_30_2017,2796,0,3012239924,1698800,0,1398,42160,235556442
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,ATT-INTERNET4 - AT&T Services Inc.,7018,12.90.35.25,68.86.84.98,1,1,0.01,1.078,success-NoPower,0.078,0.068,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,55,70673,1024469,1515801091
atl2-us,NTT-COMMUNICATIONS-2914 - NTT America Inc.,2914,129.250.66.65,68.86.86.2,1,1,-0.022,-0.224,failure-FarCongLower-NotSignificant,0,0.022,0.224,0.205,11_01_2017_11_30_2017,226762,510,3171534454,6501784,0,300,13015,59855685
atl2-us,COGENT Cogent/PSI,174,50.206.187.94,69.139.195.94,1,0.601,-0.003,0.005,failure-FarCongLower-NotSignificant,0.071,0.074,0.066,0.056,04_01_2017_04_30_2017,414762,275,1058474297,590941,78,110129,210510,282356831
atl2-us,SAVVIS-AS SAVVIS-AS3561,3561,50.224.253.194,69.139.221.246,0.468,0,1.2,73.912,success-CorrelationNotSignificant,74.069,72.869,0.157,0.034,04_01_2017_04_30_2017,7610,12,45333119,15271,577,202,2153833,801909
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,1,0.201,-0.006,0.009,failure-FarCongLower-NotSignificant,0.049,0.055,0.04,0.046,04_01_2017_04_30_2017,165888,66,327716391,149721,116,238870,204598,372968522
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,173.167.56.2,68.86.86.106,1,1,0.01,1.024,success-NoPower,0.024,0.014,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,2,8378,199238,1438364954
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,0,0,3.827,1.1,success-Significant,4.871,1.044,3.771,0.992,08_01_2017_08_31_2017,192204,7532,387605150,3881728,9423,184030,4210011,399093032
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,-0.017,1.011,failure-FarCongLower-NotSignificant,0.011,0.028,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,11,104209,390819,1380694441
atl2-us,LEVEL3 Level 3 Communications,3356,50.242.148.34,68.86.86.97,0.141,0,0.104,88.525,success-CorrelationNotSignificant,95.901,95.797,7.376,6.224,04_01_2017_04_30_2017,78675,6265,590575378,39194675,77603,3317,559751710,24560416
atl2-us,AS1239 SprintLink Global Network,1239,50.242.148.54,68.86.82.2,1,1,-0.097,0,failure-FarCongLower-NotSignificant,0,0.097,0,0.05,04_01_2017_04_30_2017,4002,0,548869424,274574,0,105,17907,18402322
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,0,0,28.813,11.651,success-Significant,29.581,0.768,17.93,0.695,08_01_2017_08_31_2017,24987,5459,671118008,4697005,7390,17592,5185826,670269256
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,0,0,10.106,-4.541,success-Significant,10.738,0.632,15.279,0.744,08_01_2017_08_31_2017,30591,5517,495953966,3715443,3284,27298,3168006,497812792
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,0,0,2.73,1.374,success-Significant,3.841,1.111,2.467,0.762,08_01_2017_08_31_2017,517861,13098,5768438747,44281392,19131,478939,59642700,5308611844
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,173.167.56.50,68.86.84.150,1,0,1.879,14.482,success-CorrelationNotSignificant,14.614,12.735,0.132,0.222,11_01_2017_11_30_2017,85295,113,319154213,710492,12418,72553,40697467,278879212
atl2-us,APPLE Apple Inc,714,96.87.8.54,68.86.89.206,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,08_01_2017_08_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0,0,3.829,1.639,success-Significant,4.864,1.035,3.225,0.877,08_01_2017_08_31_2017,167570,5584,204577514,1810832,8250,161370,2244462,214645026
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.002,0.204,-0.048,success-CorrelationNotSignificant,1.169,0.965,1.217,0.994,08_01_2017_08_31_2017,1435615,17689,13309380904,133593481,8449,714351,64954981,6662654109
atl2-us,AIS-WEST - American Internet Services LLC.,6130,173.167.57.6,68.86.84.194,0.47,1,0.148,1.596,success-NoPower,0.596,0.448,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,6,1000,135779,30151626
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.98,68.86.84.194,0.841,1,-0.008,1.027,failure-FarCongLower-NotSignificant,0.027,0.035,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,5,18195,41915,120459885
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.242.149.138,68.86.86.90,1,0.647,0.021,0.011,success-NoPower,0.057,0.036,0.046,0.024,04_01_2017_04_30_2017,17478,8,252462140,60382,10,17466,90575,252431949
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,1,0.948,0.049,0.001,success-NoPower,0.26,0.211,0.259,0.21,09_01_2017_09_30_2017,407206,1058,387398362,814126,1059,406153,814278,384552098
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,0,0,13.349,5.439,success-Significant,13.564,0.215,8.125,0.221,09_01_2017_09_30_2017,3008,266,630920778,1395702,408,2600,1352040,627330776
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,1,0,5.776,-2.947,success-CorrelationNotSignificant,5.984,0.208,8.931,0.218,09_01_2017_09_30_2017,3008,295,469033757,1022855,180,2828,975850,468664282
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,0,0,1.868,2.25,success-Significant,2.765,0.897,0.515,0.235,09_01_2017_09_30_2017,376998,1950,5033407934,11845226,3390,119205,21316230,2356164482
atl2-us,CW Cable and Wireless Worldwide plc,1273,173.167.59.50,68.86.82.154,0.744,0,0.002,-0.332,failure-NearCongLower-Significant,0.009,0.007,0.341,0.453,11_01_2017_11_30_2017,177181,607,1467849534,6677285,3,34573,14361,197350727
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,TINET-BACKBONE Tinet SpA,3257,173.205.52.233,68.86.84.246,0.269,0.468,0.014,0.013,success-NoPower,0.043,0.029,0.03,0.029,11_01_2017_11_30_2017,29504,9,59113505,16906,8,18634,672,2348106
atl2-us,APPLE Apple Inc,714,96.87.8.54,68.86.89.206,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,09_01_2017_09_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,GLOBEINTERNET TATA Communications,6453,206.82.142.17,68.86.85.194,0,0,1.755,2.358,success-Significant,2.482,0.727,0.124,0.4,11_01_2017_11_30_2017,187160,232,1733806752,6966088,135,5305,174705,23848575
atl2-us,Qwest Communications Company LLC,209,216.207.8.189,68.86.85.222,0,0,0.542,0.572,success-Significant,0.578,0.036,0.006,0.023,11_01_2017_11_30_2017,15567,1,57481015,13418,45,7737,10463,28715668
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.30,68.86.82.254,0.142,1,-0.031,-0.003,failure-FarCongLower-NotSignificant,0.01,0.041,0.013,0.027,04_01_2017_04_30_2017,100699,13,1137229331,304970,1,10203,91978,222583818
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.34,68.86.82.246,1,1,-0.037,0,failure-FarCongLower-NotSignificant,0,0.037,0,0.057,04_01_2017_04_30_2017,796,0,209272852,118352,0,398,38692,104656910
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,-0.055,1.022,failure-FarCongLower-NotSignificant,0.022,0.077,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,20,91374,1136940,1479811666
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0,0,0.15,-0.123,success-Significant,0.506,0.356,0.629,0.464,09_01_2017_09_30_2017,135799,859,87404904,407213,912,179282,390612,109385446
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,-0.178,1.15,failure-FarCongLower-NotSignificant,0.15,0.328,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,6,3994,2599879,789067156
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.42,68.86.82.66,1,1,0.021,0.002,success-NoPower,0.05,0.029,0.048,0.035,04_01_2017_04_30_2017,22811,11,128640432,44757,23,45601,75523,257294853
atl2-us,FACEBOOK - Facebook Inc.,32934,50.242.151.130,68.86.84.194,1,1,-0.01,1.024,failure-FarCongLower-NotSignificant,0.024,0.034,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,1,4209,11039,32066991
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.484,0.055,0.006,success-NoPower,0.266,0.211,0.26,0.201,09_01_2017_09_30_2017,1164069,3032,14461728173,29067758,1395,523495,13667855,6470392145
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,1,0.725,4.527,-0.327,success-NoPower,4.578,0.051,4.905,0.086,04_01_2017_04_30_2017,1396,72,654792916,565688,64,1334,315072,618872266
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.116.194,68.86.82.158,0.638,1,-0.054,0,failure-FarCongLower-NotSignificant,0,0.054,0,0.059,04_01_2017_04_30_2017,4404,0,80080562,47034,0,2202,21775,40042023
atl2-us,COGENT Cogent/PSI,174,50.226.217.58,68.87.231.126,1,0.292,-0.019,0.005,failure-FarCongLower-NotSignificant,0.017,0.036,0.012,0.037,11_01_2017_11_30_2017,174143,21,662766467,248390,15,86932,118493,329976080
atl2-us,ATT-INTERNET4 - AT&T Services Inc.,7018,50.226.7.210,24.104.66.166,0.006,0,1.199,48.186,success-Significant,48.194,46.995,0.008,0.131,11_01_2017_11_30_2017,25134,2,236652278,310588,6258,6727,17819259,20098364
atl2-us,ATT-INTERNET4 - AT&T Services Inc.,7018,50.226.89.198,68.87.235.62,1,1,-0.025,-0.025,failure-FarCongLower-NotSignificant,0,0.025,0.025,0.035,11_01_2017_11_30_2017,20320,5,122896861,42819,0,1058,2120,8414918
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.235.39.118,68.86.86.90,1,0,-0.005,-0.027,failure-FarCongLower-NotSignificant,0.01,0.015,0.037,0.026,11_01_2017_11_30_2017,165635,62,1031070059,271962,9,87079,80863,533249057
atl2-us,COGENT Cogent/PSI,174,50.236.32.90,162.151.92.229,1,0.003,-0.008,-0.092,failure-FarCongLower-NotSignificant,0,0.008,0.092,0.073,11_01_2017_11_30_2017,43404,40,118769306,87290,0,7762,1230,16146648
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.102,68.86.89.206,1,0.011,-0.022,-0.389,failure-FarCongLower-NotSignificant,0,0.022,0.389,0.405,11_01_2017_11_30_2017,45629,178,1530519299,6230072,0,1331,5538,25647916
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,10_01_2017_10_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,1,0.189,0.001,0.006,success-NoPower,0.049,0.048,0.043,0.041,10_01_2017_10_31_2017,363792,155,340991603,140605,179,363605,163072,342806368
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,0.058,1.1,success-NoPower,0.1,0.042,-1,-1,10_01_2017_10_31_2017,-1,-1,-1,-1,83,83143,482377,1139590227
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,1,0.007,0.679,-0.57,success-CorrelationNotSignificant,0.717,0.038,1.287,0.054,10_01_2017_10_31_2017,4602,60,515812930,278468,33,4571,251871,664369445
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,10_01_2017_10_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.248.116.42,68.86.86.90,0.076,0.391,-0.023,0.012,failure-FarCongLower-NotSignificant,0.045,0.068,0.033,0.024,04_01_2017_04_30_2017,42242,14,164598392,39366,19,42214,112751,164525016
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.250,68.86.86.2,1,0.274,-0.011,-0.007,failure-FarCongLower-NotSignificant,0.024,0.035,0.031,0.046,10_01_2017_10_31_2017,267231,82,5276445131,2445790,32,133285,927860,2633373871
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,0,0.006,-0.137,-0.031,failure-FarCongLower-Significant,0.027,0.164,0.058,0.236,11_01_2017_11_30_2017,73000,42,166150985,393015,17,63983,320059,195297892
atl2-us,APPLE Apple Inc,714,50.248.116.50,68.86.84.194,0.148,1,-0.02,1.021,failure-FarCongLower-NotSignificant,0.021,0.041,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,5,23533,80251,194200211
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.234,68.86.84.194,1,1,0.009,1.033,success-NoPower,0.033,0.024,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,5,15091,88127,368448777
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,0,0.925,1.353,-0.028,success-LocalizationNotSignificant,1.401,0.048,1.429,0.049,10_01_2017_10_31_2017,4000,58,203956878,99122,56,3942,99884,209962398
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,0,0,1.484,1.927,success-Significant,2.101,0.617,0.174,0.063,10_01_2017_10_31_2017,261806,456,5357619582,3365219,4056,188952,20686569,3329582572
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,10_01_2017_10_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.82,68.86.84.14,0.454,1,-0.018,1.018,failure-FarCongLower-NotSignificant,0.018,0.036,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,2,11296,65788,182759774
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.238,68.86.84.194,0.584,1,0.006,1.036,success-NoPower,0.036,0.03,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,4,11033,33218,109113745
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.254,68.86.89.106,1,1,-0.011,-0.016,failure-FarCongLower-NotSignificant,0,0.011,0.016,0.024,04_01_2017_04_30_2017,12220,2,332856164,79616,0,1805,3619,31563113
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,1,0.927,4.248,-0.08,success-NoPower,4.298,0.05,4.378,0.055,04_01_2017_04_30_2017,1398,64,462203876,254726,60,1336,232690,460632194
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.242.149.138,68.86.86.90,0,1,-1.424,1.023,failure-FarCongLower-Significant,0.023,1.447,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,1,4405,2174039,148088345
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.242.149.146,68.86.86.90,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.210,68.86.87.150,1,1,0.02,1.047,success-NoPower,0.047,0.027,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,47,100000,80407,302979546
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,-0.064,1.03,failure-FarCongLower-NotSignificant,0.03,0.094,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,3,9965,663847,704155365
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.119.2,68.86.86.90,0.038,1,0.015,0,success-LocalizationNotSignificant,0.033,0.018,0.033,0.024,04_01_2017_04_30_2017,38878,13,211694491,50631,13,38863,39121,211706003
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,1,0.713,0.135,0.007,success-NoPower,0.197,0.062,0.19,0.056,04_01_2017_04_30_2017,145237,277,5377493036,3027727,209,105621,2431905,3916429958
atl2-us,FACEBOOK - Facebook Inc.,32934,66.208.216.230,68.86.82.22,0,0.61,0.973,-0.034,success-LocalizationNotSignificant,1.035,0.062,1.069,0.054,04_01_2017_04_30_2017,53034,573,2957670475,1600491,549,52482,1786825,2874553356
atl2-us,APPLE Apple Inc,714,50.242.149.78,68.86.86.34,0.013,0.001,0.046,0.073,success-Significant,0.081,0.035,0.008,0.034,11_01_2017_11_30_2017,24776,2,454888266,155958,10,12377,79084,226292267
atl2-us,XO-AS15 - XO Communications,2828,50.242.151.190,68.86.82.214,0,0,2.321,2.597,success-Significant,2.736,0.415,0.139,0.209,11_01_2017_11_30_2017,22259,31,327477791,684950,18,640,33642,8071589
atl2-us,GOOGLE - Google Inc.,15169,66.208.229.138,68.86.88.22,0,0,0.696,0.763,success-Significant,0.816,0.12,0.053,0.027,04_01_2017_04_30_2017,5638,3,110732265,30097,46,5592,132394,110629968
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,66.208.229.202,68.86.83.82,0,1,4.882,5.985,success-LocalizationNotSignificant,4.985,0.103,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,694,13229,1285526,1241143966
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,66.208.232.14,68.86.83.178,1,1,-0.022,0,failure-FarCongLower-NotSignificant,0,0.022,0,0.035,04_01_2017_04_30_2017,3400,0,263668856,91744,0,3698,63074,288703202
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,0.011,0.693,-0.219,-0.05,failure-FarCongLower-Significant,0.1,0.319,0.15,0.406,11_01_2017_11_30_2017,2000,3,283260467,1153533,4,3996,493308,154081636
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,0.453,-0.274,-0.075,failure-FarCongLower-NotSignificant,0.05,0.324,0.125,0.273,11_01_2017_11_30_2017,4000,5,816662555,2233445,2,3998,1925648,591573352
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.248.116.34,68.86.86.226,1,0,-0.004,-0.139,failure-FarCongLower-NotSignificant,0.011,0.015,0.15,0.107,11_01_2017_11_30_2017,484357,728,1098692148,1174495,21,185813,57470,389075052
atl2-us,HURRICANE - Hurricane Electric Inc.,6939,66.208.233.110,68.86.84.194,0.247,0.814,0.031,0.005,success-NoPower,0.083,0.052,0.078,0.053,04_01_2017_04_30_2017,729443,569,21199662541,11148016,5,6011,75154,145593674
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.248.116.42,68.86.86.90,0,0,3.413,4.834,success-Significant,4.882,1.469,0.048,0.026,11_01_2017_11_30_2017,129540,62,1004175082,264858,790,15392,1425840,95629678
atl2-us,APPLE Apple Inc,714,75.149.228.78,68.86.85.82,0.01,0.542,0.251,0.084,success-LocalizationNotSignificant,0.316,0.065,0.232,0.057,04_01_2017_04_30_2017,15028,35,135056619,76353,4,1262,5872,9075689
atl2-us,APPLE Apple Inc,714,75.149.230.166,68.86.85.82,1,1,-0.065,-0.042,failure-FarCongLower-NotSignificant,0,0.065,0.042,0.057,04_01_2017_04_30_2017,2408,1,289082105,163487,0,209,6288,9711607
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.250,68.86.86.2,1,0,0.225,0.314,success-CorrelationNotSignificant,0.541,0.316,0.227,0.205,11_01_2017_11_30_2017,340398,774,5209974928,10680674,949,174511,7597503,2395916297
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.254,68.86.89.106,1,0.524,-0.006,-0.055,failure-FarCongLower-NotSignificant,0.034,0.04,0.089,0.032,11_01_2017_11_30_2017,80393,72,1049089493,340114,1,2979,14475,35919215
atl2-us,COGENT Cogent/PSI,174,50.248.118.246,68.86.85.194,1,0,-0.02,-0.257,failure-FarCongLower-NotSignificant,0.341,0.361,0.598,0.4,11_01_2017_11_30_2017,449291,2702,2583763347,10379362,210,61381,964446,265948979
atl2-us,AOL-ATDN - AOL Transit Data Network,1668,75.149.230.222,68.86.83.162,0.001,0.854,0.098,-0.021,success-LocalizationNotSignificant,0.141,0.043,0.162,0.04,04_01_2017_04_30_2017,14180,23,431200350,173470,10,7079,93770,215593141
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.119.10,68.86.86.90,0,0.36,-1.421,0.024,failure-FarCongLower-Significant,0.057,1.478,0.033,0.026,11_01_2017_11_30_2017,30215,10,1064869267,280894,2,3510,1520296,101372466
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.119.2,68.86.86.90,1,1,0.018,1.043,success-NoPower,0.043,0.025,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,9,20818,170339,669258058
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.119.6,68.86.86.90,1,1,0.05,1.071,success-NoPower,0.071,0.021,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,2,2808,166345,792875169
atl2-us,TINET-BACKBONE Tinet SpA,3257,77.67.70.181,68.86.84.194,0.302,1,0.019,1.042,success-NoPower,0.042,0.023,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,2,4806,11368,49539969
atl2-us,TELIANET TeliaSonera International Carrier,1299,62.115.150.8,68.86.88.218,0,0,1.36,1.708,success-Significant,1.737,0.377,0.029,0.038,11_01_2017_11_30_2017,17469,5,73755781,27750,279,15781,277999,73557082
