mon,farASN,farIP,Month,CongestedDays,UncongestedDays,columnG,Code
san7-us,209,12.250.166.14,2017-06-01T00:00:00Z,0,27,0,text
san7-us,209,12.250.166.14,2017-11-01T00:00:00Z,14,2,0.267113095,text
san7-us,16509,12.250.26.22,2017-06-01T00:00:00Z,0,25,0,bottom
san7-us,16509,12.250.98.18,2017-06-01T00:00:00Z,0,26,0,middle
san7-us,15169,12.252.12.22,2017-06-01T00:00:00Z,3,25,0.045138889,top
san7-us,2906,12.255.8.0,2017-11-01T00:00:00Z,6,16,0.0625,bottom
san7-us,2906,12.255.8.14,2017-11-01T00:00:00Z,0,18,0,top
san7-us,2906,12.255.8.0,2017-06-01T00:00:00Z,26,2,0.074919872,top
san7-us,2906,12.255.8.2,2017-06-01T00:00:00Z,0,27,0,middle
san7-us,2914,129.250.9.61,2017-11-01T00:00:00Z,14,11,0.052083333,text
san7-us,2906,12.255.8.40,2017-06-01T00:00:00Z,0,19,0,top
san7-us,209,192.205.32.54,2017-11-01T00:00:00Z,4,17,0.052083333,text
san7-us,6453,192.205.36.218,2017-11-01T00:00:00Z,25,0,0.100833333,text
san7-us,3356,192.205.37.146,2017-11-01T00:00:00Z,0,17,0,text
san7-us,3257,192.205.37.194,2017-11-01T00:00:00Z,0,16,0,text
san7-us,2906,12.255.8.42,2017-06-01T00:00:00Z,0,12,0,middle
san7-us,16509,206.121.24.42,2017-11-01T00:00:00Z,0,6,0,text
san7-us,6939,216.218.185.169,2017-11-01T00:00:00Z,0,14,0,top
san7-us,209,63.146.27.101,2017-11-01T00:00:00Z,0,21,0,bottom
san7-us,3356,192.205.32.210,2017-06-01T00:00:00Z,0,0,0,text
san7-us,2906,12.122.141.153,2017-12-01T00:00:00Z,0,16,0,text
san7-us,209,12.125.152.230,2017-12-01T00:00:00Z,0,21,0,middle
san7-us,8103,12.248.200.22,2017-12-01T00:00:00Z,0,10,0,text
san7-us,209,12.250.166.14,2017-12-01T00:00:00Z,1,18,0.041666667,text
san7-us,3356,192.205.37.146,2017-06-01T00:00:00Z,0,14,0,top
san7-us,2906,12.255.8.0,2017-12-01T00:00:00Z,24,4,0.079427083,text
san7-us,2914,129.250.9.61,2017-12-01T00:00:00Z,14,15,0.069940476,top
san7-us,209,192.205.32.54,2017-12-01T00:00:00Z,0,16,0,top
san7-us,6453,192.205.36.218,2017-12-01T00:00:00Z,30,1,0.09375,top
san7-us,209,63.146.27.101,2017-12-01T00:00:00Z,4,25,0.0859375,top
san7-us,2828,205.158.79.241,2017-06-01T00:00:00Z,0,0,0,top
san7-us,16509,206.121.72.34,2017-06-01T00:00:00Z,4,24,0.046875,text
san7-us,20940,12.120.108.64,2017-07-01T00:00:00Z,0,7,0,middle
san7-us,32934,12.122.111.69,2017-07-01T00:00:00Z,0,6,0,text
san7-us,174,12.122.158.133,2017-07-01T00:00:00Z,0,31,0,top
san7-us,2906,12.123.30.189,2017-07-01T00:00:00Z,0,0,0,text
san7-us,714,12.245.168.10,2017-07-01T00:00:00Z,0,24,0,text
san7-us,32934,12.245.168.18,2017-07-01T00:00:00Z,0,21,0,text
san7-us,16509,12.247.240.6,2017-07-01T00:00:00Z,0,23,0,bottom
san7-us,8103,12.248.200.22,2017-07-01T00:00:00Z,0,24,0,text
san7-us,209,12.250.166.14,2017-07-01T00:00:00Z,3,24,0.045138889,text
san7-us,15169,12.252.12.22,2017-07-01T00:00:00Z,7,24,0.055059524,top
san7-us,2906,12.255.8.0,2017-07-01T00:00:00Z,24,5,0.07421875,top
san7-us,2906,12.255.8.2,2017-07-01T00:00:00Z,0,29,0,text
san7-us,2906,12.255.8.40,2017-07-01T00:00:00Z,0,8,0,text
san7-us,2906,12.255.8.42,2017-07-01T00:00:00Z,0,10,0,middle
san7-us,2914,129.250.9.61,2017-07-01T00:00:00Z,5,13,0.075,bottom
san7-us,3356,192.205.37.146,2017-07-01T00:00:00Z,0,23,0,top
san7-us,3257,192.205.37.194,2017-07-01T00:00:00Z,0,21,0,bottom
san7-us,2828,205.158.79.241,2017-07-01T00:00:00Z,0,17,0,top
san7-us,6507,206.121.120.30,2017-07-01T00:00:00Z,0,23,0,text
san7-us,16509,206.121.72.34,2017-07-01T00:00:00Z,0,31,0,top
san7-us,32934,12.122.111.69,2017-08-01T00:00:00Z,0,16,0,text
san7-us,2906,12.122.141.153,2017-08-01T00:00:00Z,0,21,0,bottom
san7-us,174,12.122.158.133,2017-08-01T00:00:00Z,0,25,0,text
san7-us,714,12.245.168.10,2017-08-01T00:00:00Z,0,23,0,text
san7-us,32934,12.245.168.18,2017-08-01T00:00:00Z,0,18,0,text
san7-us,714,12.245.168.6,2017-08-01T00:00:00Z,0,20,0,middle
san7-us,16509,12.247.0.26,2017-08-01T00:00:00Z,0,23,0,text
san7-us,8103,12.248.200.22,2017-08-01T00:00:00Z,0,24,0,bottom
san7-us,209,12.250.166.14,2017-08-01T00:00:00Z,5,22,0.05,text
san7-us,2906,12.255.8.0,2017-08-01T00:00:00Z,23,5,0.06884058,top
san7-us,2906,12.255.8.2,2017-08-01T00:00:00Z,0,27,0,text
san7-us,2906,12.255.8.40,2017-08-01T00:00:00Z,0,8,0,text
san7-us,2906,12.255.8.42,2017-08-01T00:00:00Z,0,9,0,middle
san7-us,2828,192.205.36.102,2017-08-01T00:00:00Z,0,17,0,text
san7-us,3257,192.205.37.194,2017-08-01T00:00:00Z,0,26,0,text
san7-us,3257,199.229.231.29,2017-08-01T00:00:00Z,0,24,0,middle
san7-us,6507,206.121.120.30,2017-08-01T00:00:00Z,0,25,0,text
san7-us,16509,206.121.72.34,2017-08-01T00:00:00Z,0,24,0,middle
san7-us,16509,12.247.0.26,2017-09-01T00:00:00Z,0,23,0,middle
san7-us,714,12.247.95.50,2017-09-01T00:00:00Z,0,21,0,text
san7-us,8103,12.248.200.22,2017-09-01T00:00:00Z,0,27,0,text
san7-us,209,12.250.166.14,2017-09-01T00:00:00Z,0,18,0,text
san7-us,2906,12.255.8.0,2017-09-01T00:00:00Z,7,18,0.069940476,top
tul-us,1299,68.1.0.251,2017-10-01T00:00:00Z,0,1,0,text
tul-us,15169,72.14.221.114,2017-10-01T00:00:00Z,0,15,0,text
tul-us,32934,103.4.96.106,2017-11-01T00:00:00Z,0,15,0,text
tul-us,2914,129.250.192.117,2017-11-01T00:00:00Z,5,16,0.085416667,text
tul-us,2914,129.250.194.165,2017-11-01T00:00:00Z,8,21,0.08984375,text
tul-us,2914,129.250.194.173,2017-11-01T00:00:00Z,0,23,0,text
tul-us,32934,157.240.66.108,2017-11-01T00:00:00Z,0,23,0,text
tul-us,32934,157.240.66.110,2017-11-01T00:00:00Z,0,24,0,text
tul-us,714,17.1.128.25,2017-11-01T00:00:00Z,0,17,0,text
tul-us,714,17.1.138.16,2017-11-01T00:00:00Z,5,18,0.085416667,text
tul-us,714,17.1.138.18,2017-11-01T00:00:00Z,0,25,0,text
tul-us,7922,173.167.57.109,2017-11-01T00:00:00Z,0,24,0,text
tul-us,6939,184.105.41.69,2017-11-01T00:00:00Z,8,18,0.12890625,text
tul-us,1273,195.2.17.25,2017-11-01T00:00:00Z,0,9,0,text
tul-us,11686,198.32.132.51,2017-11-01T00:00:00Z,0,18,0,text
tul-us,8075,207.46.36.102,2017-11-01T00:00:00Z,0,26,0,text
tul-us,8075,207.46.41.22,2017-11-01T00:00:00Z,6,21,0.088541667,text
tul-us,22822,208.111.158.116,2017-11-01T00:00:00Z,0,26,0,text
tul-us,15169,209.85.172.68,2017-11-01T00:00:00Z,0,26,0,text
tul-us,3356,216.16.140.182,2017-11-01T00:00:00Z,0,19,0,text
tul-us,2906,23.246.24.10,2017-11-01T00:00:00Z,0,20,0,text
tul-us,2906,23.246.25.10,2017-11-01T00:00:00Z,1,24,0.041666667,bottom
tul-us,3356,4.16.234.37,2017-11-01T00:00:00Z,4,11,0.052083333,text
tul-us,3356,4.16.238.21,2017-11-01T00:00:00Z,2,3,0.088541667,text
tul-us,3356,4.35.186.61,2017-11-01T00:00:00Z,0,1,0,top
tul-us,3356,4.59.32.1,2017-11-01T00:00:00Z,0,25,0,text
tul-us,3356,4.59.32.69,2017-11-01T00:00:00Z,0,23,0,text
tul-us,3356,4.59.32.73,2017-11-01T00:00:00Z,0,27,0,text
tul-us,3356,4.59.32.77,2017-11-01T00:00:00Z,0,24,0,text
tul-us,3356,4.59.32.85,2017-11-01T00:00:00Z,0,25,0,text
tul-us,3356,4.59.32.89,2017-11-01T00:00:00Z,2,25,0.052083333,text
tul-us,3356,4.59.32.93,2017-11-01T00:00:00Z,0,23,0,text
tul-us,3356,4.59.32.97,2017-11-01T00:00:00Z,0,25,0,text
tul-us,3356,4.59.34.37,2017-11-01T00:00:00Z,0,25,0,text
tul-us,3356,4.59.34.41,2017-11-01T00:00:00Z,0,26,0,text
tul-us,3356,4.71.122.21,2017-11-01T00:00:00Z,2,24,0.145833333,text
tul-us,16509,52.95.218.216,2017-11-01T00:00:00Z,0,26,0,text
tul-us,16509,52.95.218.92,2017-11-01T00:00:00Z,0,24,0,text
tul-us,16509,52.95.218.94,2017-11-01T00:00:00Z,3,24,0.121527778,text
tul-us,19151,64.127.128.129,2017-11-01T00:00:00Z,0,25,0,text
tul-us,1299,68.1.0.251,2017-11-01T00:00:00Z,0,26,0,bottom
tul-us,20940,68.105.30.206,2017-11-01T00:00:00Z,0,25,0,text
tul-us,6461,68.105.30.22,2017-11-01T00:00:00Z,7,21,0.092261905,text
tul-us,16509,68.105.30.238,2017-11-01T00:00:00Z,0,25,0,text
tul-us,20940,68.105.30.58,2017-11-01T00:00:00Z,0,25,0,text
tul-us,20940,68.105.30.62,2017-11-01T00:00:00Z,0,25,0,text
tul-us,32934,68.105.30.90,2017-11-01T00:00:00Z,0,13,0,text
tul-us,16509,68.105.31.114,2017-11-01T00:00:00Z,0,6,0,text
tul-us,16509,68.105.31.122,2017-11-01T00:00:00Z,0,22,0,text
tul-us,20940,68.105.31.126,2017-11-01T00:00:00Z,0,24,0,text
tul-us,20940,68.105.31.194,2017-11-01T00:00:00Z,0,25,0,text
tul-us,7922,68.105.31.39,2017-11-01T00:00:00Z,0,27,0,text
tul-us,2906,68.105.31.73,2017-11-01T00:00:00Z,0,22,0,text
tul-us,2906,68.1.1.177,2017-11-01T00:00:00Z,0,25,0,text
tul-us,1273,68.1.4.46,2017-11-01T00:00:00Z,0,26,0,middle
tul-us,2906,68.1.4.74,2017-11-01T00:00:00Z,0,25,0,text
tul-us,22822,69.28.157.48,2017-11-01T00:00:00Z,0,26,0,text
tul-us,22822,69.28.157.50,2017-11-01T00:00:00Z,1,26,0.145833333,text
tul-us,32934,70.167.150.14,2017-11-01T00:00:00Z,1,21,0.072916667,text
tul-us,11164,70.167.150.169,2017-11-01T00:00:00Z,1,25,0.125,text
tul-us,16509,70.167.150.34,2017-11-01T00:00:00Z,0,24,0,text
tul-us,7922,70.167.150.94,2017-11-01T00:00:00Z,0,8,0,text
tul-us,16509,70.167.151.25,2017-11-01T00:00:00Z,0,25,0,text
tul-us,16509,70.167.151.77,2017-11-01T00:00:00Z,0,27,0,text
tul-us,16509,70.167.151.90,2017-11-01T00:00:00Z,0,25,0,text
tul-us,15169,72.14.205.158,2017-11-01T00:00:00Z,0,24,0,text
tul-us,15169,72.14.221.114,2017-11-01T00:00:00Z,2,24,0.104166667,text
tul-us,16509,72.21.221.202,2017-11-01T00:00:00Z,5,20,0.095833333,text
tul-us,16509,72.21.221.204,2017-11-01T00:00:00Z,0,24,0,text
tul-us,15169,74.125.52.228,2017-11-01T00:00:00Z,1,26,0.125,text
tul-us,7922,75.149.229.65,2017-11-01T00:00:00Z,5,21,0.09375,text
tul-us,7922,96.87.9.53,2017-11-01T00:00:00Z,0,27,0,text
tul-us,5769,98.182.1.70,2017-11-01T00:00:00Z,1,25,0.135416667,text
tul-us,32934,103.4.96.106,2017-12-01T00:00:00Z,0,5,0,text
tul-us,2914,129.250.192.117,2017-12-01T00:00:00Z,0,14,0,text
tul-us,2914,129.250.194.165,2017-12-01T00:00:00Z,0,17,0,text
tul-us,2914,129.250.194.173,2017-12-01T00:00:00Z,0,22,0,text
tul-us,32934,157.240.66.108,2017-12-01T00:00:00Z,0,19,0,text
tul-us,32934,157.240.66.110,2017-12-01T00:00:00Z,0,19,0,text
tul-us,714,17.1.128.25,2017-12-01T00:00:00Z,0,15,0,text
tul-us,714,17.1.138.16,2017-12-01T00:00:00Z,0,19,0,text
tul-us,714,17.1.138.18,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,7922,173.167.57.109,2017-12-01T00:00:00Z,0,18,0,text
tul-us,6939,184.105.41.69,2017-12-01T00:00:00Z,0,18,0,text
tul-us,11686,198.32.132.51,2017-12-01T00:00:00Z,0,0,0,text
tul-us,8075,207.46.36.102,2017-12-01T00:00:00Z,0,19,0,top
tul-us,8075,207.46.41.22,2017-12-01T00:00:00Z,0,20,0,text
tul-us,22822,208.111.158.116,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,15169,209.85.172.68,2017-12-01T00:00:00Z,0,19,0,text
tul-us,3356,216.16.140.182,2017-12-01T00:00:00Z,0,7,0,text
tul-us,2906,23.246.24.10,2017-12-01T00:00:00Z,0,18,0,text
tul-us,2906,23.246.25.10,2017-12-01T00:00:00Z,0,18,0,text
tul-us,3356,4.16.234.37,2017-12-01T00:00:00Z,19,5,0.070175439,top
tul-us,3356,4.35.186.61,2017-12-01T00:00:00Z,1,0,0.052083333,text
tul-us,3356,4.59.32.101,2017-12-01T00:00:00Z,0,19,0,text
tul-us,3356,4.59.32.1,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,3356,4.59.32.69,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,3356,4.59.32.73,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,3356,4.59.32.77,2017-12-01T00:00:00Z,0,20,0,text
tul-us,3356,4.59.32.85,2017-12-01T00:00:00Z,0,20,0,text
tul-us,3356,4.59.32.89,2017-12-01T00:00:00Z,0,19,0,text
tul-us,3356,4.59.32.93,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,3356,4.59.32.97,2017-12-01T00:00:00Z,0,19,0,text
tul-us,3356,4.59.34.37,2017-12-01T00:00:00Z,0,20,0,text
tul-us,3356,4.59.34.41,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,3356,4.71.122.21,2017-12-01T00:00:00Z,0,20,0,text
tul-us,16509,52.95.218.216,2017-12-01T00:00:00Z,0,19,0,text
tul-us,16509,52.95.218.92,2017-12-01T00:00:00Z,0,20,0,text
tul-us,16509,52.95.218.94,2017-12-01T00:00:00Z,0,19,0,text
tul-us,19151,64.127.128.129,2017-12-01T00:00:00Z,0,0,0,text
tul-us,20940,68.105.30.206,2017-12-01T00:00:00Z,0,19,0,text
tul-us,6461,68.105.30.22,2017-12-01T00:00:00Z,0,20,0,text
tul-us,16509,68.105.30.238,2017-12-01T00:00:00Z,0,19,0,text
tul-us,20940,68.105.30.58,2017-12-01T00:00:00Z,0,20,0,text
tul-us,20940,68.105.30.62,2017-12-01T00:00:00Z,0,19,0,text
tul-us,32934,68.105.30.90,2017-12-01T00:00:00Z,0,7,0,text
tul-us,6461,68.105.31.102,2017-12-01T00:00:00Z,0,19,0,text
tul-us,16509,68.105.31.114,2017-12-01T00:00:00Z,0,20,0,text
tul-us,16509,68.105.31.122,2017-12-01T00:00:00Z,0,19,0,text
tul-us,20940,68.105.31.126,2017-12-01T00:00:00Z,0,8,0,middle
tul-us,16509,68.105.31.134,2017-12-01T00:00:00Z,0,19,0,text
tul-us,20940,68.105.31.194,2017-12-01T00:00:00Z,0,20,0,text
tul-us,7922,68.105.31.39,2017-12-01T00:00:00Z,0,20,0,text
tul-us,4739,68.105.31.53,2017-12-01T00:00:00Z,0,0,0,text
tul-us,2906,68.105.31.73,2017-12-01T00:00:00Z,0,1,0,text
tul-us,2906,68.105.31.75,2017-12-01T00:00:00Z,0,12,0,text
tul-us,2906,68.1.1.177,2017-12-01T00:00:00Z,0,20,0,middle
tul-us,1273,68.1.4.46,2017-12-01T00:00:00Z,0,10,0,middle
tul-us,2906,68.1.4.74,2017-12-01T00:00:00Z,0,20,0,text
tul-us,22822,69.28.157.48,2017-12-01T00:00:00Z,0,21,0,middle
tul-us,22822,69.28.157.50,2017-12-01T00:00:00Z,0,21,0,text
tul-us,32934,70.167.150.14,2017-12-01T00:00:00Z,0,19,0,text
tul-us,11164,70.167.150.169,2017-12-01T00:00:00Z,0,19,0,text
tul-us,16509,70.167.150.34,2017-12-01T00:00:00Z,0,19,0,text
tul-us,7922,70.167.150.94,2017-12-01T00:00:00Z,0,12,0,top
tul-us,16509,70.167.151.25,2017-12-01T00:00:00Z,0,19,0,text
tul-us,16509,70.167.151.77,2017-12-01T00:00:00Z,0,20,0,top
tul-us,16509,70.167.151.90,2017-12-01T00:00:00Z,0,19,0,text
tul-us,15169,72.14.205.158,2017-12-01T00:00:00Z,0,19,0,text
tul-us,15169,72.14.221.114,2017-12-01T00:00:00Z,0,19,0,text
tul-us,16509,72.21.221.202,2017-12-01T00:00:00Z,0,19,0,text
tul-us,16509,72.21.221.204,2017-12-01T00:00:00Z,0,19,0,middle
tul-us,15169,74.125.52.228,2017-12-01T00:00:00Z,0,19,0,text
tul-us,7922,75.149.229.65,2017-12-01T00:00:00Z,0,19,0,text
tul-us,7922,96.87.9.53,2017-12-01T00:00:00Z,0,1,0,top
tul-us,5769,98.182.1.70,2017-12-01T00:00:00Z,0,0,0,text
tul3-us,3356,4.35.186.61,2017-12-01T00:00:00Z,0,3,0,top
tul3-us,3356,4.35.90.1,2017-12-01T00:00:00Z,2,1,0.078125,bottom
tul3-us,19151,64.127.128.129,2017-12-01T00:00:00Z,0,1,0,text
tul3-us,32934,68.105.30.90,2017-12-01T00:00:00Z,0,30,0,top
tul3-us,2906,68.105.31.73,2017-12-01T00:00:00Z,0,14,0,text
tul3-us,22822,69.28.157.50,2017-12-01T00:00:00Z,0,30,0,text
tul3-us,16509,70.167.150.30,2017-12-01T00:00:00Z,0,28,0,text
tul3-us,20940,70.167.150.54,2017-12-01T00:00:00Z,0,0,0,text
tul3-us,7922,75.149.229.65,2017-12-01T00:00:00Z,0,26,0,bottom
tul3-us,32934,103.4.98.54,2017-10-01T00:00:00Z,0,27,0,bottom
tul3-us,2914,129.250.192.117,2017-10-01T00:00:00Z,6,5,0.083333333,text
tul3-us,2914,129.250.194.165,2017-10-01T00:00:00Z,9,5,0.097222222,text
tul3-us,2914,129.250.194.173,2017-10-01T00:00:00Z,13,14,0.080929487,text
tul3-us,32934,157.240.66.110,2017-10-01T00:00:00Z,10,11,0.073958333,text
tul3-us,714,17.1.128.25,2017-10-01T00:00:00Z,0,25,0,text
tul3-us,714,17.1.138.16,2017-10-01T00:00:00Z,16,13,0.072265625,text
tul3-us,7922,173.167.57.109,2017-10-01T00:00:00Z,0,29,0,text
tul3-us,6939,184.105.41.69,2017-10-01T00:00:00Z,18,10,0.083912037,bottom
tul3-us,15169,209.85.172.68,2017-10-01T00:00:00Z,15,13,0.072222222,text
tul3-us,3356,216.16.140.182,2017-10-01T00:00:00Z,1,25,0.072916667,top
tul3-us,2906,23.246.24.10,2017-10-01T00:00:00Z,5,20,0.085416667,text
tul3-us,2906,23.246.25.10,2017-10-01T00:00:00Z,5,20,0.085416667,text
tul3-us,3356,4.16.234.37,2017-10-01T00:00:00Z,1,4,0.104166667,bottom
tul3-us,3356,4.16.238.21,2017-10-01T00:00:00Z,0,0,0,text
tul3-us,3356,4.59.32.1,2017-10-01T00:00:00Z,13,13,0.086538462,middle
tul3-us,3356,4.59.32.69,2017-10-01T00:00:00Z,15,12,0.083333333,text
tul3-us,3356,4.59.32.97,2017-10-01T00:00:00Z,14,14,0.087053571,text
tul3-us,16509,52.95.218.92,2017-10-01T00:00:00Z,13,15,0.079326923,text
tul3-us,16509,52.95.218.94,2017-10-01T00:00:00Z,11,17,0.071022727,text
tul3-us,19151,64.127.128.129,2017-10-01T00:00:00Z,14,14,0.060267857,top
tul3-us,1668,68.105.30.18,2017-10-01T00:00:00Z,7,18,0.049107143,text
tul3-us,20940,68.105.30.62,2017-10-01T00:00:00Z,14,15,0.072172619,text
tul3-us,20940,68.105.31.194,2017-10-01T00:00:00Z,0,26,0,text
tul3-us,2906,68.105.31.73,2017-10-01T00:00:00Z,15,12,0.107638889,text
tul3-us,32934,70.167.150.14,2017-10-01T00:00:00Z,0,27,0,text
tul3-us,11164,70.167.150.169,2017-10-01T00:00:00Z,11,15,0.070075758,text
tul3-us,16509,70.167.150.30,2017-10-01T00:00:00Z,0,27,0,text
tul3-us,16509,70.167.150.34,2017-10-01T00:00:00Z,0,27,0,text
tul3-us,16509,70.167.151.90,2017-10-01T00:00:00Z,0,29,0,text
tul3-us,16509,72.21.221.204,2017-10-01T00:00:00Z,11,14,0.071969697,text
tul3-us,15169,74.125.52.228,2017-10-01T00:00:00Z,0,24,0,text
tul3-us,7922,75.149.229.65,2017-10-01T00:00:00Z,14,14,0.077380952,bottom
tul3-us,2914,129.250.192.117,2017-11-01T00:00:00Z,7,21,0.095238095,text
tul3-us,2914,129.250.194.165,2017-11-01T00:00:00Z,6,23,0.086805556,text
tul3-us,2914,129.250.194.173,2017-11-01T00:00:00Z,5,24,0.097916667,text
tul3-us,32934,157.240.66.108,2017-11-01T00:00:00Z,0,28,0,text
tul3-us,32934,157.240.66.110,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,714,17.1.128.25,2017-11-01T00:00:00Z,0,26,0,text
tul3-us,714,17.1.138.16,2017-11-01T00:00:00Z,6,23,0.086805556,middle
tul3-us,7922,173.167.57.109,2017-11-01T00:00:00Z,0,30,0,text
tul3-us,6939,184.105.41.69,2017-11-01T00:00:00Z,9,18,0.086805556,text
tul3-us,11686,198.32.132.51,2017-11-01T00:00:00Z,1,23,0.145833333,text
tul3-us,8075,207.46.41.22,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,22822,208.111.158.116,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,22822,208.111.158.118,2017-11-01T00:00:00Z,0,26,0,middle
tul3-us,15169,209.85.172.68,2017-11-01T00:00:00Z,5,25,0.091666667,text
tul3-us,3356,216.16.140.182,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,2906,23.246.24.10,2017-11-01T00:00:00Z,2,28,0.088541667,text
tul3-us,2906,23.246.25.10,2017-11-01T00:00:00Z,1,29,0.145833333,bottom
tul3-us,3356,4.16.234.37,2017-11-01T00:00:00Z,4,3,0.075520833,top
tul3-us,3356,4.16.238.21,2017-11-01T00:00:00Z,1,10,0.083333333,text
tul3-us,3356,4.35.186.61,2017-11-01T00:00:00Z,0,3,0,top
tul3-us,3356,4.35.90.1,2017-11-01T00:00:00Z,0,1,0,text
tul3-us,3356,4.59.32.1,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,3356,4.59.32.69,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,3356,4.59.32.73,2017-11-01T00:00:00Z,0,24,0,text
tul3-us,3356,4.59.32.77,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,3356,4.59.32.85,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,3356,4.59.32.89,2017-11-01T00:00:00Z,0,26,0,text
tul3-us,3356,4.59.32.97,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,3356,4.59.34.41,2017-11-01T00:00:00Z,0,25,0,text
tul3-us,3356,4.71.122.21,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,16509,52.95.218.216,2017-11-01T00:00:00Z,0,30,0,text
tul3-us,16509,52.95.218.92,2017-11-01T00:00:00Z,5,23,0.09375,text
tul3-us,16509,52.95.218.94,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,19151,64.127.128.129,2017-11-01T00:00:00Z,5,25,0.075,top
tul3-us,1668,68.105.30.18,2017-11-01T00:00:00Z,0,27,0,text
tul3-us,6461,68.105.30.22,2017-11-01T00:00:00Z,0,28,0,text
tul3-us,20940,68.105.30.62,2017-11-01T00:00:00Z,6,23,0.083333333,text
tul3-us,32934,68.105.30.90,2017-11-01T00:00:00Z,0,22,0,text
tul3-us,6461,68.105.31.102,2017-11-01T00:00:00Z,0,23,0,text
tul3-us,16509,68.105.31.122,2017-11-01T00:00:00Z,0,20,0,text
tul3-us,20940,68.105.31.126,2017-11-01T00:00:00Z,0,23,0,top
tul3-us,20940,68.105.31.194,2017-11-01T00:00:00Z,0,28,0,bottom
tul3-us,2906,68.105.31.73,2017-11-01T00:00:00Z,0,26,0,bottom
tul3-us,2906,68.105.31.75,2017-11-01T00:00:00Z,0,7,0,bottom
tul3-us,22822,69.28.157.50,2017-11-01T00:00:00Z,0,30,0,text
tul3-us,32934,70.167.150.14,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,11164,70.167.150.169,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,16509,70.167.150.30,2017-11-01T00:00:00Z,0,24,0,top
tul3-us,16509,70.167.150.34,2017-11-01T00:00:00Z,0,25,0,text
tul3-us,16509,70.167.151.90,2017-11-01T00:00:00Z,0,29,0,text
tul3-us,16509,72.21.221.202,2017-11-01T00:00:00Z,0,28,0,middle
tul3-us,16509,72.21.221.204,2017-11-01T00:00:00Z,0,28,0,text
tul3-us,7922,75.149.229.65,2017-11-01T00:00:00Z,6,24,0.086805556,text
tul3-us,2914,129.250.192.117,2017-12-01T00:00:00Z,0,26,0,text
tul3-us,2914,129.250.194.165,2017-12-01T00:00:00Z,0,26,0,text
tul3-us,2914,129.250.194.173,2017-12-01T00:00:00Z,0,29,0,text
tul3-us,32934,157.240.66.108,2017-12-01T00:00:00Z,0,30,0,text
tul3-us,32934,157.240.66.110,2017-12-01T00:00:00Z,0,29,0,text
tul3-us,6939,184.105.41.69,2017-12-01T00:00:00Z,0,28,0,text
tul3-us,11686,198.32.132.51,2017-12-01T00:00:00Z,0,1,0,text
tul3-us,3356,216.16.140.182,2017-12-01T00:00:00Z,0,16,0,text
tul3-us,2906,23.246.24.10,2017-12-01T00:00:00Z,2,24,0.109375,text
tul3-us,2906,23.246.25.10,2017-12-01T00:00:00Z,3,26,0.114583333,text
tul3-us,3356,4.16.234.37,2017-12-01T00:00:00Z,16,6,0.104817708,top
